customer_tweet_id,customer_text,historical_resolution,golden_intent,notes
171043,"@115830 Hi, I was meant to cancel my prime subscription but found I had been charged for another year. As it's only happened day, would I be able to cancel my membership and be able to get a refund?","1. @155894 Hi! I'm sorry for this issue with your Amazon Prime Membership. You can look over details of canceling and refund information on this Help page: https://t.co/Uo6chnJ7jC

Thank you. ^DO",,
350266,Why am i blocked.. My 3 products not delivered..@115821 https://t.co/tYfqgdkcgh,"1. @199329 I'm sorry that you've not received your products yet. Could you please drop an email to our support team (1/2)^AP
2. @199329 here: https://t.co/2t6DQoUmNZ, we'll look into it and get back to you soon. (2/2)^AP",,
2555102,@AmazonHelp Two day shipping. I'm a prime member. I have order numbers if it helps,"1. @725575 Thanks for confirming! We'd like to take a closer look at the orders with you. When you have a moment, please reach out to us here: https://t.co/hApLpMlfHN ^RA",,
2974894,"@115821 via #UPS 3 days ago: “your package is out for delivery.”
UPS now: “a carrier delay has occurred.....” loosely translated: “we have no idea where your pkg is.....”","1. @820449 I'm very sorry for the delay. Whenever you have a chance, reach out to us here: https://t.co/hApLpMlfHN We'd be happy to look into options in real-time with you. ^SK",,
910346,@115850 refund my Rs 50 you took for delivery by 11 am. As you have failed to deliver the same,1. @207434 Sorry for the delay. Please report this to our support team here: https://t.co/vlvfJr4nN9 They'll assist you with this. ^ST,,
576017,@AmazonHelp I ordered an LG tv on Black Friday and it took a week to be delivered faulty. Customer service refused to replace and then passed it to management who was supposed to contact me back but today I have found that they have placed an order at 1am which no one can cancel.,"1. @255535 Hello, can you advise if our customer service team said why a replacement couldn't be issued? ^HS",,
156668,"&lt;1/3&gt; Utterly disappointed with @115850 in regards with order id 408-4908747-4045964, order 402-7298089-1482743. I'm paying money for the product with a hope that it'll be delivered on time, not once but twice you let yourself down.",1. @151984 Apologies for the issues with the latest orders. Kindly fill in your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN,,
2817154,Love it when @115821  lies about a delivery. In my living room where I can hear the door. claim they couldn't access our house bc they didn't have an access code (doesn't exist) or its gated (nope). delivery driver just wanted to take off early for the night. #liars #disappointed,"1. @785318 I'm sorry to hear we've let you down! That's definitely not our intent. Typically, late shipments are received the following business day. If not delivered tomorrow, please reach us directly via phone or chat for available options: https://t.co/EKXRLsnxJu ^BV",,
503520,"@115851 @AmazonHelp @115821 You people cheated with me #cheater @22954 , class action suit comming soon , fake commitment , will uncover , shipping goods undervalued ,#fraudamazon #fraud paid fine and penalty further promised to reimburse and now decling , A big SHAME!! https://t.co/JZKY2y9J2k","1. @235329 Apologies for any inconvenience caused with our services. Could you please confirm, if you've placed this order with Amazon India or https://t.co/nUUp5MLhYl? We'll help you further. ^SV",,
69662,@115850 hey I need help regarding my order.,"1. @131787 We'll certainly help you with your concern, Adit. Could you please elaborate on the issue? ^SY",,
2677995,@AmazonHelp Hi can you please stop sending me payment declined emails. I’ve updated my payment method and received &amp; paid for the product!,"1. @199650 That's strange, Amanda! Let's look into this together. When you're able to, please reach us by phone or chat here: https://t.co/JzP7hlA23B ^AB",,
1213370,The amazon delivery guy has started to leave packages at the driveway.,1. @404786 I'm sorry for the delivery concern. Please let us know the carrier here: https://t.co/Y5jpI9gRhE so we can further review. ^MO,,
1570947,@AmazonHelp The website is designed to stop people looking for help.  Hv done this stupid 2 step log in and the correct code you sent me is refused.,"1. @484406 I'm sorry! If you'd like to disable your Two-Step Verification, follow the steps provided here: https://t.co/DFrglOEXlr ^TK",,
2116195,I let my friend use my amazon prime account &amp;last night at 1130 at night I get an email that my order has been placed. Forgetting I gave him access I look to see what it was... he ordered a glow in the dark alien bobble head.... wtf 😅,1. @623802 Hi Becca! I'm sure your friend will be delighted with the bobble head! 😂 Would you like to go ahead with the order? ^CN,,
2233042,"@AmazonHelp No but it’s a kindle order, I accidentally bought a £30 book with with one click for a kindle I don’t own.","1. @208236 Can you look in your Digital Content: https://t.co/tbn7TTVrCP and locate the refund here? Keep us posted on this, Charis!^FR",,
2499134,I got a package 📦 from @115821 30 mins ago and it was my new digital pen! Thank you sooo much @115821!!!,1. @713059 You're welcome! Thanks for letting us know. ^EM,,
1212237,@AmazonHelp Automated replies are of no use. You delivered my product to an address which was closed for Diwali. Order ID:-402-9068890-8005955,"1. @383566 We haven't received your details yet, kindly drop in your details in the linked provided earlier &amp; we'll help you. ^AH
2. @383566 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^AH",,
1426724,"#amazonsucks @115851 Getting sick of not getting my @115821 prime packages on time. First said it arrived, then late, then lost and now? https://t.co/XaQuxQzs8q",1. @342791 I'm sorry it wasn't delivered! Please contact us via phone/chat here: https://t.co/hApLpMlfHN so we may look into this. ^KL,,
1100588,@115850 ordered phone thru https://t.co/OZwWNjcwAf while ordering confirmed trasaction converter emi..but checked with bank need to pay..i want to cancel the product no option on online .and also not even open pack of mobile phone do the needfull,1. @379663 That's quite strange. Could you let us know if you have contacted our support team regarding this here: https://t.co/2t6DQoUmNZ? ^PR,,
419033,@AmazonHelp It is given as 14th Oct. I have ordered it on 8th Oct.,1. @214944 Kindly wait until the mentioned time frame. Do keep us posted. Appreciate your patience. ^AK,,
579796,@115830 just thought i’d let you know that i’ve just witnessed one of your drivers leave my packages on the damp front porch in the rain,1. @256554 Sorry to hear this. Were the contents of the parcel damaged in any way?^BZ,,
772770,I love when my package comes broken @AmazonHelp https://t.co/gUlkCLQsYD,"1. @304600 Oh no! Was this order shipped directly by Amazon, or by a third-party seller on our website: https://t.co/Y5jpI9gRhE? ^JR",,
532516,"My two girls in the zone this morning, #looseparts play with discarded @115830 packaging. A hive of activity, created puppets and Pokemon characters so far. 👍 #creativeplay #problemsolving #somanybenefits https://t.co/mONFCPtoub",1. @243360 Oh that is brilliant! 😊 Is that Pikachu there? We have some proper artists here :) ^MA,,
1225216,"So first Amazon fucks me around and then the returns driver fucks around too, wow.","1. @203788 Oh no, Rax! Mind telling us what's going on?  Please keep us posted, we'd love to help! ^KL",,
2724963,@AmazonHelp I cancelled an order (of 1 item) 2 days ago so why is this still showing? And why so many times? https://t.co/5wQz2Msoik,"1. @764254 Hi Joel, authorisations may take up to 10 business days based on your bank's holding times to fall off. You may learn more about charges for cancelled orders here: https://t.co/vnSweQeyuZ ^VF",,
2847336,"Ordered a new sd card from @115830  and it charged me twice, great 😑",1. @791896 This sounds like an authorisation. You can find out more about those here: https://t.co/tgvTNlLeN2,,
1560821,@AmazonHelp Fucking right it has pal. All my mates first prestige by now and I’ve not even received it yet even though I pre ordered it a month ago,"1. @482220 Hey, sorry about the delay. What info can you see on the tracking here: https://t.co/aaDyEz1VgE ^RS",,
1370183,@AmazonHelp The update says it was delivered at 5:21p to my mailbox but I’ve been sitting here since 4:00p and nothing there.,1. @438938 Thank you for that info! Which carrier was scheduled to deliver your package? ^TN,,
49129,"So frustrating @115830 I wanted to pick up my parcel tonight, it’s been returned? “Pickup window ended tomorrow” ! https://t.co/0HsiDIPHnf","1. @126975 Oh no! I'm very sorry for the troubles with this Locker pickup, Leigh! Have you been in touch with us for real-time help? ^FR",,
334055,@AmazonHelp Since 2 weeks I'm escalating to ur teams with all modes of communication. Don't know y r u starting a new one again check my account !!,1. @183298 I understand your concern. Please share your details in the link provided earlier. I'll get back to you. ^HD,,
2852205,"@115830 hi, is my order gonna be delivered today? It says out for delivery but nothing yet",1. @792997 Thanks for reaching out to us! We're making deliveries as late as 21:00. We'd like to stay informed of your delivery. Please let us know if you don't receive it tonight! ^TK,,
729895,@951 bought moto metal earphones in Aug from @115850. Now one earpiece not working. What to do,"1. @294825 Asghar, we have a return window for electronics, post which you'll need to get in touch with the manufacturer. ^MS",,
34521,@115830 will UK pre orders for cod ww2 get pre load codes soon ?,"1. @123482 Hello, Tom! We would love to hep! What system are you purchasing the game for? ^JZ",,
2440718,Charging my first ever #Bluetooth wireless earbuds. Can't wait to use them! Thank you @115821 for fixing the delivery issues. #gym #TuesdayTweet https://t.co/hM1Am3TL7P,"1. @699994 Thanks for the update, Sonia! I'm glad we could help with the delivery issues! Let us know about your experience after using the earbuds!  ^SE",,
356778,"@115850 courier boy from ecom express is asking me to come over to courier office and collect parcel.i informed your CS thrice, no action",1. @200711 I'm sorry about the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0. We will sort this for you. ^SB,,
350479,@115850 cant call you guys. Need to talk abt order which i am trying to place. Callback on 800040228,"1. @199380 Please request for a callback from here: https://t.co/W1ln6rQ7zB and our support team shall connect with you soon. 1/2 ^SH
2. @199380 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH",,
1352180,@115850 12 days gone after receiving damaged product. Continuous follow ups from my end but no Response from your team!👎,1. @435327 I’m sorry about this experience. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK,,
2780545,"@115821 Your logistics people tell me that they can’t guarantee deliveries to my house. Dozens of packages have been misdelivered. Yet when I place an order, the website reads “guaranteed delivery” by a given date. Will you confirm what your logistics person told me?","1. @776592 Hey Richard! We would very much like to look into this, at your convenience please provide some additional details using the form provided here: https://t.co/7adC6RvMpC ^CH",,
2733975,"@AmazonHelp I had a delivery due today, but it’s not out for delivery. Actually, it’s still across the state.  Second one within a week.",1. @766292 Have you received an updated delivery date or a notice of delay? We'd like to help! ^ZW,,
1098640,@AmazonHelp What type of information you bull shit ten days are go but nothing happen my order never come,1. @329201 Apologies for the stretch. Kindly share your details via link mentioned earlier and we'll be happy to help. ^AK,,
2677864,"@115821 Hi, USPS lost my last order- can I get a refund or have it re-shipped?",1. @636008 We'd love to look into available options with you! Please reach us via phone/chat here: https://t.co/hApLpMlfHN ^KP,,
742393,@AmazonHelp Your Account &gt; Login &amp; Security &gt; Having Problems with your auth device (must have 2FA enabled),"1. @297514 Thanks for the details, Tom! Were you just reporting the issue or did you need assistance with your verification settings? ^JD",,
2602906,"@115830 4 months after purchase these “amazon basics, taotronics” earphones have packed in. Won’t take a charge or turn on. How do I exchange or get a refund on these? https://t.co/l3toAfNQO5","1. @591075 So sorry for the trouble, Ed! We're here to help! Just to confirm, have you had the chance to review available options here: https://t.co/2Zr2WBwaa2? ^VB",,
2588681,@115850 Need to cancel an order. Unable to do so. Please assist.,1. @733373 Apologies. Please contact us here : https://t.co/1IEeKV3poY. We'll be glad to help. ^SM,,
1176252,@AmazonHelp Yes - between the 24th of Oct and the 27th. However the ETA for shipping was showing as the 23rd all along and its the 24th and still hasnt,"1. @396693 Fear not! If the parcel is not received by the 27th let us know, we are here to help! ^CH",,
1353560,"So here we are, my Prime membership in full effect, my order with 2day shipping, this shipped the 25th and won’t arrive for 6days. @115821 https://t.co/MmFvVZB3vj",1. @159790 I'm sorry for the poor experience! Please reach out to us here: https://t.co/hApLpMlfHN to see what options we have available. ^LL,,
1759078,Why is it that it's still not possible to tell @115821 to either NOT require a signature on a package or to authorize release without one??,1. @529494 I'm sorry for the trouble this may have caused you; has this been an issue with a specific carrier with your orders? ^WM,,
417279,@115850 My order id is : 405-1741943-7937124.. go and check my interaction with customer care,"1. @214484 personal information. Our Twitter page is public.​ 3/3 ^EM
2. @214484 and I'll reach out to you at the earliest. Also, please don't provide your order details, as we consider it to be 2/3 ^EM
3. @214484 Apologies for the unpleasant experience. I'd like to assist you, kindly drop in your details here:https://t.co/beaaDm0muc 1/3^EM",,
718398,Today we took delivery of a fan heater from @115830 😆 unfortunately we ordered a coffee machine 😞 Black Friday indeed.,1. @292004 I'm sorry to hear of this Martin. Can you contact us directly via the following link and we'll look into that for you?: https://t.co/JzP7hlA23B ^KI,,
2931352,"@115850 @115851 ordered bose soundlink speaker , the delivery boy cancelled ordered without contacting me, and customer service is replying that they can't do anything regarding this as it was cash on delivery order","1. @810811 I understand your concern about the order. However, once the order is returned we cannot reinstate it. I request you to kindly place a fresh order. Further, I've noted your comments and will be sure to forward this as a feedback internally. ^SF",,
1622142,@AmazonHelp Selected other order issue and it doesn't allow you to go any further https://t.co/UW9Wgwc1oj,"1. @497015 Oh no! Have you tried using a different browser? If so, please try to delete your history and clear you cache and cookies. ^LH",,
1516041,"@115821 how long does it take to get refunded on a canceled order cause i got charged. I made the wrong item purchase, bleh.",1. @400034 I'm sorry you haven't received your refund! Have you reached out to our Customer Support team: https://t.co/hApLpMlfHN? ^ME,,
2722186,I can't believe one of your Customer Rep is giving me a hard time on a refund. I've never had this happened before. A Amazon Prime customer shouldn't be treated this way. @AmazonHelp,"1. @763723 I'm sorry you are having difficulty with a refund.  To provide the best solution, please explain why are you requesting the refund?  ^BT",,
1791709,@AmazonHelp Only that every time I preorder a game from Amazon it never shows up on time.,1. @538169 I understand the frustration. Please contact us here so we can look into this and review options: https://t.co/hApLpMlfHN ^WT,,
982042,"Sweet, someone took all my money out of my bank account and put it into amazon. Now have no money and banks are all closed today 😡",1. @352836 We'd like to look into this with you. Please call or chat with us here: https://t.co/JzP7hlA23B ^MH,,
741629,@AmazonHelp One parcel was for delivery on 10th and one for the 11th.,"1. @297368 Using the same link previously provided, what does the latest tracking show for both parcels? ^KN",,
1077759,"@115821 I've been receiving some emails addressed to ""Gianna"", which obviously is not me requiring payment. I did NOT place this order","1. @374253 I'm sorry for the trouble! To better assist, can you please confirm which of our websites you're getting these e-mails from? Amazon .com, .ca, .in, .de? Thanks in advance!",,
1278736,@AmazonHelp parcel still not here and now been told it was delivered?! I WAS NOT INDOORS so that is impossible.,1. @352298 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,,
1197930,"Acabei de comprar meu kindle paperwhite na @117086, a previsão de entrega é sexta, mas eu já quero agora hahaha",1. @143212 Olá Rafa! Você vai adorar com certeza! Compartilha uma foto com a gente quando você receber o seu Kindle ok? 😍📚,,
77570,"@AmazonHelp I've just ordered a couple of things with prime delivery and it's stating 2nd December the delivery will be here by, is that correct? https://t.co/aRKTBhsRzV","1. @133284 Hi Ollie, I apologize for the delay. During this busy time of the season, you may find orders being delivered later than you'd expect. You can learn more here: https://t.co/NM40RbdDSd ^VF",,
791553,"@117795 wow you really have made It very difficult to cancel your prime account, terms and conditions on cancelling are very vague.",1. @308741 Hi Sophie- Anything which we can clarify on for you? ^NV,,
137091,Anyone else a paying @AmazonHelp PRIME member who has suddenly lost 1-day delivery options because they have prioritised #BlackFriday vultures?,"1. @146396 Hi Adam, during the busy Black Friday period, some deliveries may take slightly longer than usual. Please see your up-to-date delivery date at checkout, which provides our most accurate estimate of delivery date.^PJ",,
190319,@117804 Viagem para Recife!! 12 horas de bus tinha que ser com um kindle na mão,"1. @165816 Olá Adriana, o Kindle é como um herói nessas horas! ❤ ^DA",,
432981,@AmazonHelp Already agreed to refund of fee and 30 days extra prime membership. Somewhat disingenuous to refer to my bin as a 'Resident' though!,1. @217981 Totally understand! Do you have a safe place set up for your deliveries if you're not home? https://t.co/clkDdwON7l ^NM,,
1265213,.@115850 @AmazonHelp AmPrimemember. Surprised 2C that your courier service AMT reports 'attempted delivery' &amp; 'Delivered' even when not,1. @120030 Sorry for the trouble with the delivery. Kindly report this to our support team here: https://t.co/rS49hgaADF ^AK,,
1337197,@AmazonHelp My stuff was supposed to be delivered on Wednesday 10/25 and the driver was up the street from my house yesterday and still didn't deliver,1. @424355 I'm sorry your order hasn't arrived as expected! We're you given an updated delivery date or notice of delay? ^ZW,,
1147855,@AmazonHelp @115850  i ordered jiofi have some problem in parcel contact me 7020649600,1. @390138 We'd like to help you with the issue. Could you please tell us what happened? ^OS,,
1129855,"@AmazonHelp I have no idea, the parcel is from Dublin. I live in the UK.",1. @386294 Thanks for confirming- We can look into this further with you. Can you get in contact with us via: https://t.co/JzP7hlA23B ^NV,,
1261201,@AmazonHelp still not opend packet.bcoz amazn gav me optn to return by 11nov.if opend it n it didn't workd.it is eligible for return or not,"1. @415452 I get your concern, Khota. Please reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^NK",,
1350046,"@116875 Ojalá pudiera, pero mi cuenta la bloquearon, parece que comprarles es una actividad sospechosa",1. @434826 ¡Hola HeatMan! estamos enviando la respuesta a través de facebook en tu otro comentario. ¡Saludos! ^PC,,
1562457,"@AmazonHelp @115850 You are sitting in order to provide such poor service,😠😠😠",1. @450218 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. ^AB,,
2132769,"@AmazonHelp Garunteed delivery by tomorrow, November 9th, by 8pm. Order still hasn't shipped.","1. @627567 Orders can ship and be delivered in the same day, depending on how far they have to travel. ^SB",,
1990285,@AmazonHelp You people showing wrong information that courier unable to contact us though I am informing your customer care that delivery guy phone if,"1. @589011 We understand your concern, Danish. Apologies for the situation. We've not yet received your details. (1/2) ^SV
2. @589011 Please share your details from the link provided for us to assist you better. Appreciate your understanding. (2/2) ^SV",,
1603544,@115821 took me forever to find my package and this is why.  How?!? #Amazon #Packaging https://t.co/ySKzIxjK2T,1. @492108 Sorry about this. Please contact us here: https://t.co/hApLpMlfHN and we can look into this further. ^PK,,
2853593,"@115821 You guys delivered a package to a wrong door (theres a picture), said it was signed by someone when it wasn’t. Now its lost and you wont admit fault. I have to go through loopholes to get help. Prime member for over 10 years, going to cancel after its been resolved.","1. @437566 I'm so sorry to hear this, we'd like to help. Who was the carrier for this order? You can view this information here: https://t.co/q4LAMZ3tbE ^GR",,
2457145,"@115850 Please refund me for my order no- 407-9479029-3825153. More than a month has been passed that i have returned my order and several mails have also been done, still not getting any response about the refund.","1. @703815 I'm sorry to know you haven't received the refund yet. I'd like to look into the issue and set things right. Kindly share your details here: https://t.co/MEkVwUkBSS and I'll get back to you. Please don’t 

Hyder | Amazon Customer Service
2. @703815 provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH",,
803037,"@115850 u promised 2 deliver the product 2day &amp; U broke it twice, Pathetic service &amp;ur delivery team R Liars ref Tracking #
216238913320","1. @311355 Apologies for the inconvenience with our logistics. Please share your details here: https://t.co/GIJyeYqKE0 .(1/2) ^SV
2. @311355 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (3/3)^SV
3. @311355 I'll reach and assist you, once we receive your details. Please do keep us posted for any further assistance. (2/3) ^SV",,
2219807,"@AmazonHelp All my Echo Dots. It has happened before where it will launch and say ""From NPR news"" and then nothing, I have to ask again, but now worse.","1. @238583 Let's try deselecting and selecting your news sources in the app, and then asking Alexa for your Flash Briefing again. ^GG",,
789032,"@AmazonHelp Thank you very much for righting a wrong that wasn't even your fault! The ""lost"" package you resent to me arrived last night.","1. @308156 That's good to hear, thanks for the update. ^JJ",,
2955952,"So. Once again the @115830 driver can’t be bothered to leave my parcel in the safe place as instructed but left it in the garden instead. Month after month after month!!!!
Total joke!!",1. @698987 I'm sorry to hear your order wasn't delivered to your safe place! Please reach out to us by phone or chat: https://t.co/JzP7hlA23B so we can get this addressed. ^KJ,,
712936,@115821 @118706 I highly doubt am getting my package tonight,1. @290504 Please contact our support team if you do not receive your order by the appointed time: https://t.co/hApLpMlfHN ^WM,,
167994,Really @115821 ?? Another fake ‘we attempted delivery’ message from 1 of your sellers? This is happening more and more. I’m sitting right here on my porch - no one delivered anything. Gr8 way to not meet delivery promises.,1. @155081 I'm sorry to hear this. Have you had a chance to contact the seller by following the steps shown here: https://t.co/fCd8hBpktW? ^GR,,
